"Raca","Sexo","EstadoCivil","NumPessoasFam","IdadeAnos","RendTrabPrinc","RendTrabDemais","RendOutrasFontes"
"Branca","Masculino","Casado(a)",3,40,1500,0,1500
"Branca","Masculino","Casado(a)",2,37,1400,0,1400
"Branca","Feminino","Casado(a)",4,33,2500,0,0
"Branca","Feminino","Casado(a)",5,39,2300,0,0
"Branca","Masculino","Casado(a)",4,44,3000,0,0
"Branca","Masculino","Casado(a)",4,53,3000,0,0
"Parda","Masculino","Casado(a)",4,38,1800,1100,0
"Branca","Feminino","Casado(a)",10,42,1200,0,1600
"Parda","Masculino","Casado(a)",4,46,1500,1000,0
"Branca","Feminino","Casado(a)",4,37,2300,0,0
"Branca","Feminino","Casado(a)",4,34,2200,0,0
"Branca","Masculino","Casado(a)",4,32,3000,0,0
"Branca","Feminino","Casado(a)",3,32,2500,0,0
"Branca","Masculino","Casado(a)",5,41,2500,0,0
"Parda","Masculino","Casado(a)",3,38,3000,0,0
"Preta","Feminino","Casado(a)",3,35,800,0,1500
"Branca","Masculino","Casado(a)",3,35,2500,0,0
"Preta","Masculino","Casado(a)",2,25,2500,0,0
"Branca","Feminino","Casado(a)",4,45,2500,0,0
"Branca","Masculino","Casado(a)",5,46,3000,0,0
"Branca","Masculino","Casado(a)",2,56,2300,0,0
"Branca","Masculino","Casado(a)",5,55,2500,0,0
"Branca","Masculino","Casado(a)",3,33,3000,0,0
"Parda","Masculino","Casado(a)",2,33,3000,0,0
"Branca","Masculino","Casado(a)",4,45,3000,0,0
"Branca","Masculino","Casado(a)",3,57,2550,0,0
"Branca","Masculino","Casado(a)",4,46,2500,0,0
"Branca","Feminino","Casado(a)",3,37,2700,0,0
"Branca","Masculino","Casado(a)",3,42,2200,0,250
"Branca","Masculino","Casado(a)",3,57,800,0,1400
"Branca","Masculino","Casado(a)",5,45,2300,0,0
"Branca","Masculino","Casado(a)",4,58,2680,0,0
"Branca","Feminino","Casado(a)",4,38,3000,0,0
"Preta","Feminino","Casado(a)",3,32,2500,0,0
"Preta","Masculino","Casado(a)",3,33,2500,0,0
"Branca","Masculino","Casado(a)",3,54,2800,0,0
"Parda","Masculino","Casado(a)",4,43,2600,0,0
"Parda","Masculino","Casado(a)",3,54,2000,0,90
"Parda","Feminino","Casado(a)",4,32,2200,0,0
"Branca","Masculino","Casado(a)",4,56,2200,0,0
"Parda","Masculino","Casado(a)",2,28,2500,0,0
"Branca","Feminino","Casado(a)",2,27,3000,0,0
"Branca","Feminino","Casado(a)",4,34,2500,0,0
"Branca","Masculino","Casado(a)",4,42,3000,0,0
"Preta","Masculino","Casado(a)",3,22,2100,0,0
"Parda","Feminino","Casado(a)",4,46,2200,0,0
"Parda","Feminino","Casado(a)",4,46,2600,0,0
"Branca","Masculino","Casado(a)",3,55,1500,0,1500
"Branca","Masculino","Casado(a)",4,58,2500,0,0
"Branca","Feminino","Casado(a)",3,33,2200,0,0
"Branca","Masculino","Casado(a)",3,56,2400,0,0
"Branca","Masculino","Casado(a)",3,49,2300,0,0
"Branca","Masculino","Casado(a)",4,47,2500,0,0
"Branca","Feminino","Casado(a)",4,41,2500,0,0
"Branca","Feminino","Casado(a)",2,35,3000,0,0
"Branca","Masculino","Casado(a)",6,40,2500,0,0
"Preta","Masculino","Casado(a)",3,37,2500,0,0
"Branca","Feminino","Casado(a)",3,31,1500,0,640
"Branca","Masculino","Casado(a)",3,41,3000,0,0
"Parda","Masculino","Casado(a)",3,25,510,510,1000
"Branca","Feminino","Casado(a)",3,30,3000,0,0
"Branca","Masculino","Casado(a)",4,44,2600,0,0
"Branca","Masculino","Casado(a)",4,30,3000,0,0
"Branca","Feminino","Desquitado(a)",2,43,2800,0,0
"Preta","Masculino","Desquitado(a)",2,49,2500,0,0
"Amarela","Masculino","Desquitado(a)",4,26,1500,0,1200
"Branca","Feminino","Divorciado(a)",2,43,3000,0,0
"Branca","Masculino","Divorciado(a)",4,46,2200,0,0
"Branca","Masculino","Divorciado(a)",4,49,2500,0,0
"Branca","Feminino","Divorciado(a)",3,38,1100,1100,0
"Branca","Masculino","Divorciado(a)",2,37,2800,0,0
"Branca","Masculino","Divorciado(a)",2,57,2500,0,0
"Branca","Feminino","Divorciado(a)",2,30,1700,0,500
"Branca","Feminino","Divorciado(a)",4,49,2500,0,0
"Branca","Masculino","Divorciado(a)",1,51,2500,0,0
"Parda","Masculino","Divorciado(a)",4,50,2500,0,0
"Parda","Masculino","Divorciado(a)",2,57,3000,0,0
"Branca","Feminino","Solteiro(a)",2,31,3000,0,0
"Preta","Masculino","Solteiro(a)",3,36,2300,0,0
"Branca","Feminino","Solteiro(a)",3,28,3000,0,0
"Branca","Masculino","Solteiro(a)",6,36,2200,0,0
"Branca","Masculino","Solteiro(a)",3,24,2000,500,0
"Parda","Masculino","Solteiro(a)",1,22,950,0,1100
"Parda","Masculino","Solteiro(a)",4,25,2500,0,0
"Branca","Masculino","Solteiro(a)",4,28,2500,0,0
"Branca","Masculino","Solteiro(a)",4,26,1500,0,1000
"Branca","Feminino","Solteiro(a)",4,23,3000,0,0
"Branca","Masculino","Solteiro(a)",3,34,3000,0,0
"Branca","Feminino","Solteiro(a)",5,25,2500,0,0
"Branca","Feminino","Solteiro(a)",3,25,3000,0,0
"Branca","Feminino","Solteiro(a)",1,27,2500,0,250
"Branca","Feminino","Solteiro(a)",4,26,3000,0,0
"Branca","Feminino","Solteiro(a)",4,24,3000,0,0
"Branca","Feminino","Solteiro(a)",2,30,2700,0,0
"Parda","Masculino","Solteiro(a)",2,20,1500,1500,0
"Amarela","Masculino","Solteiro(a)",4,24,3000,0,0
"Branca","Feminino","Solteiro(a)",5,27,2100,0,0
"Branca","Masculino","Solteiro(a)",5,25,2800,0,0
"Branca","Feminino","Solteiro(a)",3,29,2500,0,0
"Branca","Feminino","Solteiro(a)",3,25,2200,0,0
"Branca","Masculino","Solteiro(a)",3,34,3000,0,0
"Preta","Masculino","Solteiro(a)",2,39,2800,0,0
"Branca","Feminino","Solteiro(a)",4,25,3000,0,0
"Branca","Masculino","Solteiro(a)",4,27,2500,0,0
"Branca","Feminino","Solteiro(a)",1,31,3000,0,0
"Branca","Feminino","Solteiro(a)",3,27,3000,0,0
"Branca","Feminino","Solteiro(a)",3,29,3000,0,0
"Branca","Feminino","Solteiro(a)",5,31,2000,0,300
"Branca","Feminino","Solteiro(a)",6,21,800,0,1310
"Branca","Feminino","Solteiro(a)",2,27,3000,0,0
"Branca","Feminino","Solteiro(a)",2,51,2500,0,0
"Branca","Masculino","Solteiro(a)",1,60,3000,0,0
"Branca","Feminino","Solteiro(a)",2,26,2500,0,0
"Amarela","Feminino","Solteiro(a)",3,35,2200,0,0
"Branca","Feminino","Solteiro(a)",3,26,2500,0,0
"Branca","Feminino","Solteiro(a)",5,47,2000,1000,0
"Branca","Feminino","Solteiro(a)",2,24,3000,0,0
"Branca","Feminino","Solteiro(a)",2,43,2500,0,0
"Branca","Masculino","Solteiro(a)",3,29,1020,1000,270
"Parda","Masculino","Solteiro(a)",2,36,2700,0,0
"Branca","Feminino","Solteiro(a)",3,46,1020,50,1020
"Branca","Feminino","Solteiro(a)",10,29,1400,0,1410
"Branca","Masculino","Solteiro(a)",10,23,1400,0,1200
"Preta","Masculino","Solteiro(a)",3,33,2500,0,0
"Parda","Masculino","Solteiro(a)",3,37,2500,0,0
"Parda","Masculino","Solteiro(a)",2,28,2500,0,0
"Branca","Feminino","Solteiro(a)",3,30,3000,0,0
"Branca","Masculino","Solteiro(a)",4,25,2200,0,0
"Amarela","Masculino","Solteiro(a)",4,30,900,0,1200
"Parda","Masculino","Solteiro(a)",2,37,2800,0,0
"Parda","Masculino","Solteiro(a)",4,27,2500,0,0
"Parda","Masculino","Solteiro(a)",4,33,2300,0,0
"Branca","Masculino","Solteiro(a)",6,28,2500,0,0
"Branca","Masculino","Solteiro(a)",5,27,3000,0,0
"Branca","Masculino","Solteiro(a)",1,38,2100,0,0
"Parda","Masculino","Solteiro(a)",3,38,2500,0,0
"Preta","Masculino","Solteiro(a)",2,22,3000,0,0
"Branca","Masculino","Solteiro(a)",1,50,3000,0,0
"Branca","Feminino","Solteiro(a)",3,36,1200,0,1200
"Preta","Feminino","Solteiro(a)",4,23,2100,0,0
"Branca","Masculino","Solteiro(a)",3,31,2500,0,0
"Branca","Masculino","Solteiro(a)",4,23,2200,0,0
"Branca","Masculino","Solteiro(a)",3,44,1500,0,1500
"Parda","Masculino","Solteiro(a)",3,27,2500,0,0
"Branca","Masculino","Solteiro(a)",4,29,2800,0,0
"Branca","Feminino","Solteiro(a)",3,33,2500,0,0
"Parda","Masculino","Solteiro(a)",4,30,2300,0,0
"Parda","Feminino","Solteiro(a)",6,36,3000,0,0
"Branca","Feminino","Solteiro(a)",6,28,3000,0,0
"Parda","Feminino","Solteiro(a)",6,35,2500,0,0
"Preta","Feminino","Solteiro(a)",3,51,3000,0,0
"Branca","Masculino","Solteiro(a)",2,39,2450,0,0
"Branca","Masculino","Solteiro(a)",3,24,2300,0,0
"Branca","Masculino","Solteiro(a)",1,50,3000,0,0
"Branca","Feminino","Solteiro(a)",6,44,2500,0,0
"Parda","Feminino","Solteiro(a)",3,45,2500,0,0
"Parda","Masculino","Solteiro(a)",6,30,1500,600,0
"Branca","Feminino","Solteiro(a)",4,33,2800,0,0
"Branca","Feminino","Solteiro(a)",3,42,2200,0,0
"Parda","Masculino","Solteiro(a)",3,23,2100,0,0
"Parda","Feminino","Solteiro(a)",3,42,2100,0,0
"Parda","Feminino","Solteiro(a)",4,55,1531,0,867
"Parda","Feminino","Viúvo(a)",3,50,890,0,1200
"Branca","Feminino","Viúvo(a)",2,46,2000,0,510
"Preta","Feminino","Viúvo(a)",3,42,1500,0,700
"Branca","Feminino","Viúvo(a)",1,65,1050,0,1050
"Parda","Feminino","Casado(a)",3,37,470,0,2200
"Branca","Masculino","Casado(a)",3,58,300,0,2600
"Branca","Masculino","Casado(a)",5,48,2500,0,0
"Amarela","Masculino","Casado(a)",3,39,2500,0,0
"Branca","Masculino","Casado(a)",2,47,3000,0,0
"Branca","Masculino","Casado(a)",4,47,3000,0,0
"Branca","Masculino","Casado(a)",3,59,2550,0,0
"Branca","Masculino","Casado(a)",4,45,800,0,1800
"Branca","Masculino","Casado(a)",3,48,2300,0,0
"Branca","Masculino","Casado(a)",3,27,1000,0,1500
"Parda","Masculino","Casado(a)",3,28,3000,0,0
"Preta","Masculino","Casado(a)",3,56,800,0,2100
"Parda","Feminino","Desquitado(a)",3,30,1000,0,1700
"Parda","Masculino","Desquitado(a)",3,38,2500,0,0
"Branca","Masculino","Divorciado(a)",2,44,3000,0,0
"Branca","Feminino","Solteiro(a)",5,27,2500,0,0
"Branca","Feminino","Solteiro(a)",4,45,1200,1200,0
"Branca","Masculino","Solteiro(a)",2,20,510,0,1500
"Branca","Feminino","Solteiro(a)",2,29,2500,0,0
"Branca","Masculino","Solteiro(a)",4,27,3000,0,0
"Branca","Masculino","Solteiro(a)",5,32,3000,0,0
"Parda","Masculino","Solteiro(a)",4,33,2500,0,0
"Parda","Masculino","Solteiro(a)",5,34,3000,0,0
"Branca","Masculino","Solteiro(a)",4,25,2100,0,0
"Branca","Masculino","Solteiro(a)",5,36,2500,0,0
"Parda","Feminino","Solteiro(a)",1,37,950,0,1800
"Branca","Masculino","Solteiro(a)",2,28,3000,0,0
"Parda","Masculino","Solteiro(a)",3,21,510,1530,0
"Branca","Feminino","Casado(a)",4,34,2500,0,0
"Branca","Feminino","Casado(a)",2,45,2000,0,100
"Parda","Feminino","Casado(a)",4,38,2500,0,0
"Branca","Masculino","Casado(a)",2,39,2700,0,0
"Branca","Masculino","Casado(a)",4,41,2400,0,0
"Branca","Masculino","Casado(a)",3,38,2500,0,0
"Parda","Feminino","Casado(a)",4,48,800,1500,0
"Parda","Masculino","Casado(a)",4,46,900,1500,0
"Parda","Feminino","Casado(a)",2,28,2800,0,0
"Branca","Masculino","Casado(a)",4,53,2500,0,0
"Parda","Feminino","Casado(a)",3,38,2500,0,0
"Parda","Feminino","Casado(a)",3,47,3000,0,0
"Parda","Masculino","Casado(a)",6,45,2900,0,0
"Branca","Masculino","Casado(a)",5,40,2200,0,0
"Branca","Feminino","Casado(a)",4,48,2500,0,0
"Branca","Feminino","Casado(a)",4,54,2500,0,0
"Parda","Masculino","Casado(a)",3,40,2500,0,0
"Preta","Masculino","Casado(a)",3,42,2300,0,0
"Parda","Feminino","Casado(a)",4,44,2900,0,0
"Parda","Masculino","Casado(a)",4,45,2900,0,0
"Branca","Masculino","Casado(a)",4,43,3000,0,0
"Parda","Masculino","Casado(a)",3,37,2800,0,0
"Preta","Feminino","Casado(a)",6,46,2200,0,0
"Parda","Masculino","Casado(a)",3,41,2533,0,0
"Preta","Masculino","Casado(a)",4,38,2500,0,0
"Branca","Masculino","Casado(a)",4,45,3000,0,0
"Branca","Feminino","Desquitado(a)",3,46,2300,0,0
"Branca","Feminino","Desquitado(a)",3,54,2600,0,0
"Branca","Feminino","Desquitado(a)",2,42,3000,0,0
"Parda","Masculino","Desquitado(a)",3,55,2500,0,0
"Branca","Feminino","Divorciado(a)",3,50,3000,0,0
"Branca","Feminino","Solteiro(a)",4,24,3000,0,0
"Branca","Feminino","Solteiro(a)",4,23,2600,0,0
"Preta","Feminino","Solteiro(a)",2,46,2000,1000,0
"Branca","Feminino","Solteiro(a)",2,43,3000,0,0
"Branca","Feminino","Solteiro(a)",2,47,3000,0,0
"Branca","Masculino","Solteiro(a)",3,29,2300,0,0
"Branca","Feminino","Solteiro(a)",2,34,1300,1000,255
"Parda","Masculino","Solteiro(a)",4,44,3000,0,0
"Parda","Feminino","Solteiro(a)",3,44,3000,0,0
"Parda","Feminino","Solteiro(a)",2,28,1200,1200,480
"Branca","Masculino","Solteiro(a)",3,40,2900,0,0
"Branca","Feminino","Viúvo(a)",5,56,3000,0,0
"Branca","Feminino","Casado(a)",2,39,5000,0,0
"Branca","Masculino","Casado(a)",2,38,5000,0,0
"Branca","Masculino","Casado(a)",4,57,4000,0,0
"Branca","Masculino","Casado(a)",3,62,4000,0,0
"Branca","Feminino","Casado(a)",2,57,4000,0,0
"Branca","Masculino","Casado(a)",5,41,5000,0,0
"Branca","Masculino","Casado(a)",3,61,3000,0,1700
"Branca","Masculino","Casado(a)",4,38,4000,0,0
"Branca","Masculino","Casado(a)",1,60,3500,0,0
"Branca","Masculino","Casado(a)",4,46,5000,0,0
"Branca","Feminino","Casado(a)",4,37,5000,0,0
"Branca","Masculino","Casado(a)",3,63,4000,0,0
"Branca","Masculino","Casado(a)",6,45,4000,0,0
"Branca","Feminino","Casado(a)",4,41,5000,0,0
"Branca","Masculino","Casado(a)",2,64,3000,0,650
"Branca","Feminino","Casado(a)",3,49,5000,0,0
"Branca","Feminino","Casado(a)",4,41,5000,0,0
"Branca","Masculino","Casado(a)",2,58,5000,0,0
"Parda","Feminino","Casado(a)",2,55,5000,0,0
"Branca","Masculino","Casado(a)",5,53,2000,0,2000
"Branca","Feminino","Casado(a)",4,52,3000,0,510
"Branca","Masculino","Casado(a)",5,44,3200,0,0
"Branca","Masculino","Casado(a)",4,53,5000,0,0
"Amarela","Feminino","Casado(a)",5,53,5000,0,0
"Branca","Feminino","Casado(a)",3,36,2000,2000,0
"Branca","Masculino","Casado(a)",2,56,2000,0,3000
"Branca","Masculino","Casado(a)",2,53,2000,0,2000
"Amarela","Masculino","Casado(a)",4,54,5000,0,0
"Branca","Masculino","Casado(a)",2,39,5000,0,0
"Branca","Feminino","Casado(a)",2,28,5000,0,0
"Parda","Masculino","Casado(a)",2,31,5000,0,0
"Branca","Feminino","Casado(a)",3,42,4000,0,0
"Branca","Masculino","Casado(a)",2,55,5000,0,0
"Branca","Masculino","Casado(a)",4,38,5000,0,0
"Branca","Feminino","Casado(a)",4,37,5000,0,0
"Branca","Masculino","Casado(a)",2,29,3000,2000,0
"Branca","Feminino","Casado(a)",2,28,3000,2000,0
"Branca","Masculino","Casado(a)",5,55,3500,0,0
"Branca","Feminino","Casado(a)",2,31,4000,0,0
"Branca","Masculino","Casado(a)",2,32,5000,0,0
"Branca","Masculino","Casado(a)",2,44,3500,0,0
"Branca","Feminino","Casado(a)",2,63,3000,0,415
"Preta","Masculino","Casado(a)",7,55,4000,0,0
"Branca","Masculino","Casado(a)",5,41,4000,0,0
"Branca","Masculino","Casado(a)",4,57,3000,1800,0
"Branca","Masculino","Casado(a)",3,58,4000,0,0
"Branca","Feminino","Casado(a)",2,47,3500,0,0
"Parda","Masculino","Casado(a)",4,57,3500,0,0
"Branca","Masculino","Casado(a)",2,56,1900,0,3000
"Amarela","Masculino","Casado(a)",2,60,5000,0,0
"Branca","Masculino","Casado(a)",4,50,4000,0,0
"Parda","Masculino","Casado(a)",5,61,1800,0,2000
"Parda","Masculino","Casado(a)",2,39,4500,0,0
"Branca","Masculino","Casado(a)",6,39,4800,0,0
"Parda","Feminino","Casado(a)",6,42,2500,0,2000
"Parda","Masculino","Casado(a)",3,53,4000,0,0
"Parda","Masculino","Desquitado(a)",8,65,3500,0,0
"Branca","Masculino","Desquitado(a)",2,58,2500,0,810
"Branca","Feminino","Divorciado(a)",2,50,5000,0,0
"Branca","Masculino","Divorciado(a)",2,53,4500,0,0
"Branca","Feminino","Divorciado(a)",2,46,2500,0,1200
"Branca","Feminino","Divorciado(a)",4,54,4000,0,0
"Branca","Feminino","Divorciado(a)",3,42,5000,0,0
"Branca","Feminino","Divorciado(a)",5,43,4000,0,0
"Preta","Feminino","Divorciado(a)",4,37,3500,0,0
"Branca","Feminino","Solteiro(a)",3,39,2000,2000,0
"Branca","Masculino","Solteiro(a)",2,27,4000,0,0
"Branca","Masculino","Solteiro(a)",4,37,4000,0,0
"Branca","Feminino","Solteiro(a)",4,32,5000,0,0
"Branca","Feminino","Solteiro(a)",4,29,4000,0,0
"Branca","Feminino","Solteiro(a)",3,44,5000,0,0
"Parda","Masculino","Solteiro(a)",4,55,4000,0,0
"Branca","Feminino","Solteiro(a)",1,64,2000,0,1800
"Branca","Feminino","Solteiro(a)",1,38,3500,0,0
"Branca","Feminino","Solteiro(a)",2,30,4000,0,0
"Branca","Feminino","Solteiro(a)",2,51,5000,0,0
"Parda","Masculino","Solteiro(a)",4,38,2500,800,0
"Branca","Masculino","Solteiro(a)",4,27,4000,0,0
"Branca","Masculino","Solteiro(a)",3,26,4000,0,0
"Parda","Masculino","Solteiro(a)",2,45,1000,0,2200
"Parda","Feminino","Solteiro(a)",2,31,2500,1500,0
"Branca","Masculino","Solteiro(a)",2,35,5000,0,0
"Branca","Feminino","Solteiro(a)",6,53,4000,0,0
"Parda","Masculino","Solteiro(a)",4,36,3500,0,0
"Parda","Masculino","Viúvo(a)",2,65,3000,0,750
"Branca","Feminino","Viúvo(a)",2,58,2500,0,650
"Branca","Feminino","Casado(a)",4,40,4000,0,0
"Branca","Feminino","Casado(a)",6,45,5000,0,0
"Branca","Masculino","Casado(a)",5,51,3500,0,0
"Branca","Masculino","Casado(a)",3,59,4000,0,0
"Branca","Masculino","Casado(a)",2,50,4000,0,0
"Branca","Masculino","Casado(a)",3,46,2000,0,1200
"Branca","Feminino","Casado(a)",5,38,4000,0,300
"Branca","Feminino","Casado(a)",2,62,2000,0,1300
"Branca","Feminino","Casado(a)",2,57,2000,0,2000
"Branca","Masculino","Casado(a)",3,63,3000,0,511
"Branca","Feminino","Casado(a)",2,47,2500,0,2500
"Branca","Masculino","Casado(a)",5,40,5000,0,0
"Branca","Masculino","Casado(a)",4,41,4000,0,0
"Branca","Masculino","Casado(a)",3,51,4000,0,0
"Indígen","Masculino","Casado(a)",6,47,3200,0,0
"Branca","Feminino","Desquitado(a)",1,63,4000,0,0
"Branca","Masculino","Desquitado(a)",5,45,5000,0,0
"Branca","Masculino","Desquitado(a)",5,38,5000,0,0
"Parda","Feminino","Divorciado(a)",2,54,4000,0,0
"Branca","Masculino","Solteiro(a)",5,25,5000,0,0
"Branca","Masculino","Solteiro(a)",5,26,4000,0,0
"Branca","Masculino","Solteiro(a)",5,28,4000,0,0
"Branca","Feminino","Solteiro(a)",2,26,5000,0,0
"Branca","Masculino","Solteiro(a)",4,28,5000,0,0
"Branca","Masculino","Solteiro(a)",2,31,4000,0,1000
"Branca","Masculino","Solteiro(a)",2,34,5000,0,0
"Branca","Feminino","Solteiro(a)",3,47,4000,0,0
"Branca","Masculino","Solteiro(a)",3,51,4000,0,0
"Branca","Masculino","Solteiro(a)",3,32,4500,0,0
"Branca","Feminino","Casado(a)",5,44,3500,0,0
"Branca","Masculino","Casado(a)",2,36,3300,0,0
"Branca","Masculino","Casado(a)",2,31,4000,0,1
"Branca","Feminino","Casado(a)",4,49,2000,2000,700
"Amarela","Masculino","Casado(a)",3,37,4000,0,0
"Branca","Feminino","Casado(a)",3,38,4800,0,0
"Branca","Masculino","Casado(a)",3,57,4000,0,0
"Branca","Masculino","Casado(a)",4,43,4000,0,0
"Branca","Feminino","Casado(a)",2,29,5000,0,0
"Branca","Masculino","Casado(a)",4,42,5000,0,0
"Branca","Feminino","Casado(a)",4,40,4000,0,0
"Branca","Masculino","Casado(a)",3,58,3500,0,0
"Branca","Masculino","Casado(a)",3,28,4000,0,0
"Branca","Masculino","Casado(a)",3,54,4500,0,0
"Branca","Feminino","Casado(a)",4,41,5000,0,0
"Branca","Masculino","Casado(a)",3,31,4000,0,0
"Branca","Masculino","Casado(a)",3,36,2200,0,1000
"Branca","Masculino","Casado(a)",3,37,4800,0,0
"Branca","Masculino","Casado(a)",4,48,5000,0,0
"Branca","Feminino","Casado(a)",4,45,5000,0,0
"Branca","Masculino","Casado(a)",4,51,3000,0,1500
"Branca","Feminino","Casado(a)",6,34,3500,0,0
"Branca","Masculino","Casado(a)",5,54,4100,0,0
"Branca","Feminino","Casado(a)",5,53,3600,0,0
"Branca","Masculino","Casado(a)",4,43,3500,0,0
"Branca","Masculino","Casado(a)",3,46,3800,0,0
"Branca","Feminino","Casado(a)",2,45,3000,0,500
"Branca","Feminino","Casado(a)",4,61,4000,0,0
"Branca","Feminino","Casado(a)",2,37,2000,0,2200
"Branca","Feminino","Casado(a)",4,29,5000,0,0
"Branca","Feminino","Casado(a)",2,32,4000,0,0
"Branca","Masculino","Casado(a)",2,36,5000,0,0
"Branca","Masculino","Casado(a)",2,43,5000,0,0
"Branca","Masculino","Casado(a)",2,34,3000,0,300
"Branca","Masculino","Casado(a)",4,37,5000,0,0
"Branca","Feminino","Casado(a)",4,37,3500,0,0
"Amarela","Feminino","Casado(a)",3,65,2000,0,2300
"Amarela","Masculino","Casado(a)",2,33,4000,0,0
"Branca","Feminino","Casado(a)",1,47,3500,0,0
"Branca","Feminino","Casado(a)",2,51,3500,0,0
"Branca","Feminino","Casado(a)",3,55,3000,0,2000
"Amarela","Feminino","Casado(a)",4,42,4000,0,0
"Branca","Feminino","Casado(a)",2,32,4500,0,0
"Branca","Feminino","Casado(a)",3,36,4000,0,0
"Preta","Feminino","Casado(a)",3,35,5000,0,0
"Branca","Feminino","Casado(a)",2,36,4500,0,0
"Branca","Masculino","Casado(a)",3,51,3500,0,0
"Branca","Masculino","Casado(a)",3,47,1800,0,1800
"Branca","Masculino","Casado(a)",4,32,3500,0,0
"Branca","Masculino","Casado(a)",10,44,1300,0,2300
"Branca","Masculino","Casado(a)",4,35,3200,0,0
"Parda","Masculino","Casado(a)",5,48,1000,900,1500
"Branca","Masculino","Casado(a)",4,45,5000,0,0
"Branca","Masculino","Casado(a)",3,28,1800,0,2500
"Parda","Masculino","Casado(a)",5,46,5000,0,0
"Parda","Feminino","Casado(a)",3,43,3600,0,0
"Parda","Masculino","Casado(a)",2,53,4500,0,0
"Branca","Masculino","Casado(a)",4,62,1800,0,1700
"Parda","Masculino","Casado(a)",4,31,1300,1800,0
"Branca","Feminino","Casado(a)",4,51,3500,0,0
"Branca","Masculino","Casado(a)",4,42,5000,0,0
"Branca","Feminino","Casado(a)",3,52,2000,2000,0
"Parda","Feminino","Casado(a)",5,46,2600,1300,0
"Branca","Masculino","Casado(a)",3,59,1800,0,1600
"Branca","Masculino","Casado(a)",4,46,3500,0,0
"Branca","Masculino","Casado(a)",1,32,2000,1000,500
"Branca","Masculino","Casado(a)",3,30,4900,0,0
"Branca","Masculino","Casado(a)",4,50,5000,0,0
"Parda","Masculino","Casado(a)",5,43,5000,0,0
"Branca","Masculino","Casado(a)",4,39,2500,2000,0
"Preta","Masculino","Casado(a)",2,43,2200,2200,0
"Parda","Masculino","Casado(a)",5,30,3500,0,0
"Branca","Masculino","Casado(a)",5,52,2000,0,2000
"Preta","Masculino","Casado(a)",5,54,5000,0,0
"Branca","Masculino","Desquitado(a)",3,57,5000,0,0
"Branca","Feminino","Desquitado(a)",2,50,5000,0,0
"Branca","Feminino","Desquitado(a)",3,37,3200,0,300
"Branca","Feminino","Desquitado(a)",2,44,5000,0,0
"Branca","Masculino","Desquitado(a)",3,39,4000,0,0
"Branca","Feminino","Desquitado(a)",3,55,1500,0,1800
"Branca","Feminino","Divorciado(a)",2,59,4000,0,0
"Branca","Feminino","Divorciado(a)",2,33,5000,0,0
"Branca","Masculino","Divorciado(a)",2,55,5000,0,0
"Branca","Masculino","Divorciado(a)",2,56,5000,0,0
"Branca","Masculino","Divorciado(a)",3,27,5000,0,0
"Branca","Masculino","Divorciado(a)",6,48,5000,0,0
"Preta","Feminino","Divorciado(a)",4,25,1200,0,2500
"Branca","Feminino","Divorciado(a)",2,44,4000,0,0
"Branca","Masculino","Divorciado(a)",1,39,5000,0,0
"Branca","Masculino","Solteiro(a)",3,32,3500,0,0
"Branca","Feminino","Solteiro(a)",2,52,5000,0,0
"Branca","Masculino","Solteiro(a)",1,38,4800,0,0
"Branca","Feminino","Solteiro(a)",2,31,3400,0,0
"Branca","Feminino","Solteiro(a)",1,50,3200,0,0
"Branca","Masculino","Solteiro(a)",5,29,3500,0,0
"Branca","Masculino","Solteiro(a)",5,25,3500,0,0
"Branca","Masculino","Solteiro(a)",3,28,3500,0,0
"Branca","Masculino","Solteiro(a)",2,25,3500,0,0
"Branca","Masculino","Solteiro(a)",2,27,3500,0,0
"Branca","Feminino","Solteiro(a)",2,30,3500,0,0
"Branca","Feminino","Solteiro(a)",4,29,5000,0,0
"Parda","Feminino","Solteiro(a)",1,28,3300,0,0
"Branca","Masculino","Solteiro(a)",2,32,5000,0,0
"Branca","Feminino","Solteiro(a)",2,25,3000,0,50
"Branca","Masculino","Solteiro(a)",4,24,4200,0,0
"Amarela","Masculino","Solteiro(a)",4,24,5000,0,0
"Branca","Masculino","Solteiro(a)",4,27,4000,0,0
"Branca","Feminino","Solteiro(a)",3,28,4000,0,0
"Branca","Feminino","Solteiro(a)",1,30,5000,0,0
"Branca","Feminino","Solteiro(a)",2,27,5000,0,0
"Branca","Feminino","Solteiro(a)",2,23,2500,0,1000
"Branca","Feminino","Solteiro(a)",1,33,5000,0,0
"Parda","Feminino","Solteiro(a)",1,30,3500,0,300
"Branca","Masculino","Solteiro(a)",2,26,5000,0,0
"Branca","Feminino","Solteiro(a)",2,27,5000,0,0
"Branca","Masculino","Solteiro(a)",1,28,4000,0,0
"Branca","Masculino","Solteiro(a)",1,28,5000,0,0
"Branca","Feminino","Solteiro(a)",1,32,5000,0,0
"Branca","Masculino","Solteiro(a)",2,26,3000,1000,0
"Branca","Masculino","Solteiro(a)",2,29,4500,0,60
"Branca","Masculino","Solteiro(a)",3,28,5000,0,0
"Branca","Masculino","Solteiro(a)",4,50,4000,0,0
"Parda","Masculino","Solteiro(a)",4,33,3000,1000,0
"Branca","Feminino","Solteiro(a)",5,34,5000,0,0
"Branca","Feminino","Solteiro(a)",4,35,4000,0,0
"Branca","Masculino","Solteiro(a)",2,30,3500,0,0
