"Raca","Sexo","EstadoCivil","NumPessoasFam","IdadeAnos","RendTrabPrinc","RendTrabDemais","RendOutrasFontes"
"Parda","Feminino","Casado(a)",5,31,800,0,0
"Branca","Feminino","Casado(a)",4,41,700,0,0
"Branca","Masculino","Casado(a)",4,29,800,0,0
"Branca","Masculino","Casado(a)",4,31,700,0,0
"Parda","Masculino","Casado(a)",3,49,700,0,0
"Parda","Masculino","Casado(a)",2,20,741,0,0
"Parda","Masculino","Casado(a)",3,29,700,0,0
"Parda","Masculino","Casado(a)",6,27,800,0,0
"Parda","Feminino","Casado(a)",3,25,700,0,0
"Branca","Feminino","Casado(a)",2,57,780,0,0
"Branca","Masculino","Casado(a)",5,36,700,0,0
"Preta","Feminino","Casado(a)",4,29,800,0,0
"Branca","Feminino","Casado(a)",6,26,700,0,0
"Parda","Masculino","Casado(a)",3,28,680,0,0
"Branca","Feminino","Casado(a)",3,60,700,0,0
"Branca","Feminino","Casado(a)",4,35,700,0,0
"Parda","Masculino","Casado(a)",4,44,800,0,0
"Branca","Feminino","Casado(a)",5,21,610,0,0
"Branca","Masculino","Casado(a)",5,50,650,0,0
"Branca","Masculino","Casado(a)",4,65,750,0,0
"Parda","Feminino","Casado(a)",4,45,700,0,0
"Preta","Feminino","Casado(a)",4,24,700,0,0
"Parda","Masculino","Casado(a)",5,45,650,0,0
"Branca","Masculino","Casado(a)",4,45,780,0,0
"Parda","Masculino","Casado(a)",2,27,685,0,0
"Branca","Feminino","Casado(a)",4,23,800,0,0
"Parda","Masculino","Casado(a)",6,64,800,0,0
"Branca","Feminino","Casado(a)",2,26,800,0,0
"Parda","Feminino","Casado(a)",4,42,800,0,0
"Branca","Masculino","Casado(a)",2,23,765,0,0
"Parda","Masculino","Casado(a)",6,30,750,0,0
"Preta","Feminino","Casado(a)",4,44,510,250,0
"Parda","Feminino","Casado(a)",4,30,700,0,0
"Branca","Masculino","Casado(a)",3,33,700,0,0
"Branca","Masculino","Casado(a)",3,46,800,0,0
"Parda","Feminino","Casado(a)",4,35,700,0,0
"Parda","Feminino","Casado(a)",5,52,800,0,0
"Parda","Feminino","Casado(a)",3,28,720,0,0
"Parda","Masculino","Casado(a)",1,43,800,0,0
"Branca","Feminino","Casado(a)",5,47,750,0,0
"Branca","Feminino","Casado(a)",3,28,630,0,0
"Branca","Masculino","Casado(a)",4,41,750,0,0
"Parda","Feminino","Casado(a)",2,30,700,0,0
"Parda","Feminino","Casado(a)",2,27,700,0,0
"Branca","Masculino","Casado(a)",3,27,700,0,0
"Branca","Masculino","Casado(a)",3,28,800,0,0
"Branca","Feminino","Casado(a)",2,38,700,0,0
"Branca","Masculino","Casado(a)",3,21,730,0,0
"Parda","Feminino","Casado(a)",3,22,800,0,0
"Branca","Masculino","Casado(a)",3,50,800,0,0
"Parda","Feminino","Casado(a)",8,35,700,0,0
"Branca","Masculino","Casado(a)",8,36,800,0,0
"Parda","Masculino","Casado(a)",3,46,700,0,0
"Branca","Masculino","Casado(a)",4,36,800,0,0
"Branca","Feminino","Casado(a)",4,37,800,0,0
"Parda","Feminino","Casado(a)",2,43,700,0,0
"Branca","Feminino","Casado(a)",2,64,800,0,0
"Branca","Masculino","Casado(a)",2,65,800,0,0
"Branca","Feminino","Casado(a)",3,29,718,0,0
"Branca","Masculino","Casado(a)",3,45,650,0,0
"Parda","Masculino","Casado(a)",5,36,800,0,0
"Preta","Feminino","Casado(a)",4,50,800,0,0
"Branca","Feminino","Casado(a)",3,44,770,0,0
"Branca","Masculino","Casado(a)",3,29,800,0,0
"Parda","Masculino","Casado(a)",4,26,800,0,0
"Preta","Masculino","Casado(a)",4,52,736,0,0
"Parda","Masculino","Casado(a)",3,64,800,0,0
"Branca","Masculino","Casado(a)",4,52,700,0,0
"Branca","Feminino","Casado(a)",6,35,700,0,0
"Branca","Feminino","Casado(a)",4,30,800,0,0
"Branca","Feminino","Casado(a)",3,45,700,0,0
"Branca","Feminino","Casado(a)",4,43,680,0,0
"Parda","Masculino","Casado(a)",2,50,700,0,0
"Branca","Feminino","Casado(a)",2,42,800,0,0
"Branca","Feminino","Casado(a)",7,35,800,0,0
"Preta","Feminino","Casado(a)",3,33,783,0,0
"Parda","Feminino","Casado(a)",6,37,781,0,0
"Parda","Masculino","Casado(a)",3,42,800,0,0
"Branca","Masculino","Casado(a)",3,47,700,0,0
"Branca","Feminino","Casado(a)",3,30,700,0,0
"Parda","Feminino","Casado(a)",5,56,510,0,150
"Parda","Masculino","Casado(a)",4,22,800,0,0
"Parda","Feminino","Casado(a)",4,31,800,0,0
"Branca","Feminino","Casado(a)",4,35,680,0,0
"Parda","Masculino","Casado(a)",5,25,800,0,0
"Branca","Feminino","Casado(a)",5,35,700,0,0
"Branca","Feminino","Casado(a)",3,22,720,0,0
"Parda","Feminino","Casado(a)",2,22,750,0,0
"Branca","Feminino","Casado(a)",4,32,700,0,0
"Parda","Masculino","Casado(a)",3,51,800,0,0
"Parda","Feminino","Casado(a)",3,36,800,0,0
"Parda","Feminino","Casado(a)",4,55,700,0,0
"Branca","Masculino","Casado(a)",4,48,800,0,0
"Parda","Masculino","Casado(a)",4,33,760,0,0
"Branca","Feminino","Casado(a)",4,35,750,0,0
"Branca","Masculino","Casado(a)",5,47,800,0,0
"Branca","Feminino","Casado(a)",4,45,750,0,0
"Parda","Masculino","Casado(a)",5,46,700,0,0
"Branca","Masculino","Casado(a)",2,59,800,0,0
"Parda","Masculino","Casado(a)",3,63,700,0,0
"Branca","Feminino","Casado(a)",4,22,690,0,0
"Branca","Feminino","Desquitado(a)",3,44,700,0,0
"Parda","Feminino","Desquitado(a)",3,31,650,0,0
"Parda","Masculino","Desquitado(a)",3,30,800,0,0
"Branca","Feminino","Desquitado(a)",2,35,800,0,0
"Branca","Feminino","Desquitado(a)",2,46,800,0,0
"Branca","Feminino","Desquitado(a)",3,29,800,0,0
"Parda","Feminino","Desquitado(a)",3,33,700,0,0
"Parda","Feminino","Desquitado(a)",5,36,650,0,0
"Parda","Masculino","Desquitado(a)",3,37,700,0,0
"Parda","Masculino","Desquitado(a)",3,43,800,0,0
"Preta","Masculino","Desquitado(a)",4,45,800,0,0
"Preta","Masculino","Desquitado(a)",4,42,800,0,0
"Parda","Masculino","Desquitado(a)",3,48,800,0,0
"Preta","Masculino","Desquitado(a)",2,36,700,0,0
"Branca","Feminino","Divorciado(a)",3,47,700,0,0
"Branca","Masculino","Divorciado(a)",3,58,800,0,0
"Preta","Feminino","Divorciado(a)",7,38,650,0,0
"Branca","Feminino","Divorciado(a)",2,40,700,0,0
"Branca","Feminino","Divorciado(a)",5,39,620,0,0
"Parda","Feminino","Divorciado(a)",2,50,800,0,0
"Branca","Masculino","Divorciado(a)",4,52,800,0,0
"Branca","Feminino","Divorciado(a)",2,48,800,0,0
"Branca","Feminino","Divorciado(a)",3,35,681,0,0
"Branca","Feminino","Divorciado(a)",4,40,800,0,0
"Branca","Feminino","Divorciado(a)",2,56,800,0,0
"Parda","Feminino","Divorciado(a)",3,55,800,0,0
"Branca","Feminino","Divorciado(a)",3,19,720,0,0
"Preta","Feminino","Divorciado(a)",4,26,800,0,0
"Branca","Feminino","Divorciado(a)",2,46,750,0,0
"Parda","Masculino","Divorciado(a)",3,55,790,0,0
"Parda","Masculino","Solteiro(a)",3,19,700,0,0
"Branca","Masculino","Solteiro(a)",5,19,800,0,0
"Parda","Masculino","Solteiro(a)",2,40,700,0,0
"Branca","Feminino","Solteiro(a)",3,30,700,0,0
"Branca","Feminino","Solteiro(a)",2,32,800,0,0
"Branca","Feminino","Solteiro(a)",2,19,800,0,0
"Branca","Masculino","Solteiro(a)",4,26,650,0,0
"Branca","Feminino","Solteiro(a)",3,25,700,0,0
"Branca","Masculino","Solteiro(a)",2,39,800,0,0
"Branca","Masculino","Solteiro(a)",1,34,800,0,0
"Parda","Feminino","Solteiro(a)",4,30,650,0,0
"Parda","Masculino","Solteiro(a)",4,19,700,0,0
"Parda","Masculino","Solteiro(a)",4,30,700,0,0
"Branca","Masculino","Solteiro(a)",6,39,650,0,0
"Branca","Feminino","Solteiro(a)",6,24,650,0,0
"Branca","Feminino","Solteiro(a)",5,36,800,0,0
"Branca","Feminino","Solteiro(a)",5,31,700,0,0
"Parda","Masculino","Solteiro(a)",4,56,700,0,0
"Branca","Masculino","Solteiro(a)",4,25,700,0,0
"Branca","Masculino","Solteiro(a)",5,23,800,0,0
"Branca","Masculino","Solteiro(a)",5,27,700,0,0
"Branca","Feminino","Solteiro(a)",3,30,680,0,0
"Parda","Masculino","Solteiro(a)",2,39,764,0,0
"Branca","Masculino","Solteiro(a)",4,20,800,0,0
"Branca","Feminino","Solteiro(a)",2,24,710,0,0
"Branca","Masculino","Solteiro(a)",2,21,800,0,0
"Branca","Feminino","Solteiro(a)",2,27,800,0,0
"Branca","Feminino","Solteiro(a)",4,30,800,0,0
"Branca","Masculino","Solteiro(a)",4,18,700,0,0
"Branca","Feminino","Solteiro(a)",3,21,800,0,0
"Parda","Feminino","Solteiro(a)",5,20,700,0,0
"Parda","Masculino","Solteiro(a)",5,21,690,0,0
"Parda","Feminino","Solteiro(a)",5,19,700,0,0
"Parda","Feminino","Solteiro(a)",4,22,800,0,0
"Branca","Feminino","Solteiro(a)",2,24,729,0,0
"Branca","Feminino","Solteiro(a)",4,28,700,0,0
"Branca","Masculino","Solteiro(a)",4,26,800,0,0
"Branca","Masculino","Solteiro(a)",3,19,800,0,0
"Branca","Feminino","Solteiro(a)",2,31,800,0,0
"Branca","Masculino","Solteiro(a)",5,40,700,0,0
"Parda","Masculino","Solteiro(a)",5,43,700,0,0
"Branca","Masculino","Solteiro(a)",2,26,700,0,0
"Branca","Masculino","Solteiro(a)",5,20,750,0,0
"Parda","Feminino","Solteiro(a)",3,27,700,0,0
"Preta","Masculino","Solteiro(a)",2,22,700,0,0
"Branca","Feminino","Solteiro(a)",6,40,783,0,0
"Parda","Masculino","Solteiro(a)",3,34,800,0,0
"Branca","Feminino","Solteiro(a)",2,28,800,0,0
"Parda","Feminino","Solteiro(a)",2,36,750,0,0
"Branca","Feminino","Solteiro(a)",3,28,700,0,0
"Branca","Feminino","Solteiro(a)",4,23,800,0,0
"Branca","Feminino","Solteiro(a)",3,47,700,0,0
"Branca","Feminino","Solteiro(a)",3,25,700,0,0
"Branca","Masculino","Solteiro(a)",3,22,800,0,0
"Branca","Masculino","Solteiro(a)",4,21,700,0,0
"Branca","Feminino","Solteiro(a)",6,23,650,0,0
"Parda","Masculino","Solteiro(a)",4,31,800,0,0
"Branca","Feminino","Solteiro(a)",5,53,800,0,0
"Branca","Feminino","Solteiro(a)",3,34,510,0,120
"Branca","Feminino","Solteiro(a)",4,21,800,0,0
"Branca","Masculino","Solteiro(a)",4,22,800,0,0
"Branca","Feminino","Solteiro(a)",5,20,700,0,0
"Branca","Masculino","Solteiro(a)",4,23,800,0,0
"Parda","Feminino","Solteiro(a)",2,53,700,0,0
"Branca","Masculino","Solteiro(a)",1,25,760,0,0
"Preta","Feminino","Solteiro(a)",1,30,720,0,0
"Branca","Feminino","Solteiro(a)",3,19,625,0,0
"Preta","Feminino","Solteiro(a)",5,35,700,0,0
"Preta","Masculino","Solteiro(a)",5,30,700,0,0
"Branca","Masculino","Solteiro(a)",4,20,700,0,0
"Parda","Masculino","Solteiro(a)",3,26,720,0,0
"Parda","Masculino","Solteiro(a)",1,24,800,0,0
"Parda","Masculino","Solteiro(a)",4,34,510,0,150
"Branca","Feminino","Solteiro(a)",2,41,700,0,0
"Branca","Masculino","Solteiro(a)",5,51,800,0,0
"Branca","Feminino","Solteiro(a)",2,26,700,0,0
"Branca","Feminino","Solteiro(a)",2,25,700,0,0
"Parda","Feminino","Solteiro(a)",2,39,712,0,0
"Parda","Feminino","Solteiro(a)",8,44,800,0,0
"Branca","Masculino","Solteiro(a)",8,32,800,0,0
"Branca","Feminino","Solteiro(a)",8,33,800,0,0
"Branca","Feminino","Solteiro(a)",2,48,700,0,0
"Parda","Masculino","Solteiro(a)",2,24,713,0,0
"Branca","Masculino","Solteiro(a)",2,21,700,0,0
"Parda","Masculino","Solteiro(a)",3,26,700,0,0
"Branca","Feminino","Solteiro(a)",4,39,800,0,0
"Branca","Feminino","Solteiro(a)",2,24,800,0,0
"Parda","Masculino","Solteiro(a)",4,27,622,0,0
"Branca","Masculino","Solteiro(a)",2,24,800,0,0
"Parda","Masculino","Solteiro(a)",3,19,700,0,0
"Branca","Feminino","Solteiro(a)",2,31,660,0,0
"Preta","Masculino","Solteiro(a)",2,24,800,0,0
"Branca","Feminino","Solteiro(a)",3,28,715,0,0
"Branca","Feminino","Solteiro(a)",3,47,650,0,0
"Parda","Feminino","Solteiro(a)",6,30,700,0,0
"Parda","Feminino","Solteiro(a)",5,31,700,0,0
"Parda","Feminino","Solteiro(a)",5,23,750,0,0
"Parda","Feminino","Solteiro(a)",3,35,700,0,0
"Parda","Masculino","Solteiro(a)",2,25,800,0,0
"Branca","Feminino","Solteiro(a)",2,31,800,0,0
"Branca","Masculino","Solteiro(a)",3,20,635,0,0
"Parda","Masculino","Solteiro(a)",3,28,715,0,0
"Preta","Masculino","Solteiro(a)",5,38,800,0,0
"Branca","Masculino","Solteiro(a)",6,27,780,0,0
"Branca","Masculino","Solteiro(a)",6,24,780,0,0
"Branca","Masculino","Solteiro(a)",6,21,800,0,0
"Preta","Masculino","Solteiro(a)",4,27,800,0,0
"Parda","Feminino","Solteiro(a)",2,22,800,0,0
"Parda","Masculino","Solteiro(a)",2,25,800,0,0
"Branca","Feminino","Solteiro(a)",3,25,600,0,50
"Branca","Feminino","Solteiro(a)",2,35,680,0,0
"Parda","Feminino","Solteiro(a)",6,27,700,0,0
"Branca","Feminino","Solteiro(a)",4,19,800,0,0
"Parda","Masculino","Solteiro(a)",3,27,800,0,0
"Parda","Feminino","Solteiro(a)",4,25,680,0,0
"Parda","Masculino","Solteiro(a)",4,28,770,0,0
"Branca","Feminino","Solteiro(a)",5,21,712,0,0
"Branca","Feminino","Solteiro(a)",4,35,800,0,0
"Parda","Feminino","Solteiro(a)",2,28,800,0,0
"Branca","Masculino","Solteiro(a)",3,33,700,0,0
"Branca","Feminino","Solteiro(a)",2,20,750,0,0
"Parda","Masculino","Solteiro(a)",4,29,700,0,0
"Parda","Feminino","Solteiro(a)",3,34,750,0,0
"Parda","Masculino","Solteiro(a)",3,24,800,0,0
"Parda","Feminino","Solteiro(a)",3,20,700,0,0
"Branca","Feminino","Solteiro(a)",3,24,700,0,0
"Branca","Feminino","Solteiro(a)",4,18,700,0,0
"Branca","Feminino","Solteiro(a)",4,22,680,0,0
"Branca","Feminino","Solteiro(a)",4,20,700,0,0
"Parda","Masculino","Solteiro(a)",4,20,700,0,0
"Parda","Masculino","Solteiro(a)",4,51,700,0,0
"Parda","Masculino","Solteiro(a)",5,20,750,0,0
"Branca","Masculino","Solteiro(a)",6,21,800,0,0
"Branca","Masculino","Solteiro(a)",3,22,700,0,0
"Parda","Feminino","Solteiro(a)",6,58,700,0,0
"Parda","Feminino","Solteiro(a)",2,33,800,0,0
"Parda","Feminino","Solteiro(a)",3,18,700,0,0
"Parda","Feminino","Solteiro(a)",6,19,800,0,0
"Parda","Masculino","Solteiro(a)",3,32,800,0,0
"Parda","Feminino","Solteiro(a)",3,35,600,0,80
"Branca","Masculino","Solteiro(a)",5,26,700,0,0
"Branca","Masculino","Solteiro(a)",5,20,800,0,0
"Branca","Feminino","Solteiro(a)",4,29,650,0,0
"Parda","Masculino","Solteiro(a)",3,25,800,0,0
"Parda","Masculino","Solteiro(a)",4,20,720,0,0
"Preta","Masculino","Solteiro(a)",6,21,680,0,0
"Parda","Feminino","Solteiro(a)",3,40,700,0,0
"Amarela","Masculino","Solteiro(a)",7,41,665,0,0
"Parda","Feminino","Solteiro(a)",4,30,700,0,0
"Parda","Masculino","Solteiro(a)",3,24,800,0,0
"Parda","Feminino","Solteiro(a)",6,25,800,0,0
"Parda","Masculino","Solteiro(a)",2,45,800,0,0
"Branca","Masculino","Solteiro(a)",3,20,800,0,0
"Preta","Masculino","Solteiro(a)",4,21,700,0,0
"Branca","Masculino","Solteiro(a)",3,55,800,0,0
"Parda","Masculino","Solteiro(a)",5,20,800,0,0
"Preta","Masculino","Solteiro(a)",2,23,650,0,0
"Branca","Feminino","Solteiro(a)",3,19,800,0,0
"Parda","Feminino","Solteiro(a)",4,30,800,0,0
"Branca","Masculino","Solteiro(a)",4,23,750,0,0
"Branca","Feminino","Solteiro(a)",2,30,750,0,0
"Parda","Feminino","Solteiro(a)",5,29,730,0,0
"Branca","Masculino","Solteiro(a)",5,19,700,0,0
"Branca","Feminino","Solteiro(a)",2,23,700,0,0
"Parda","Masculino","Solteiro(a)",2,34,800,0,0
"Branca","Masculino","Solteiro(a)",2,37,800,0,0
"Branca","Masculino","Solteiro(a)",2,19,780,0,0
"Parda","Feminino","Solteiro(a)",3,24,660,0,0
"Branca","Feminino","Solteiro(a)",4,28,700,0,0
"Parda","Masculino","Solteiro(a)",5,21,680,0,0
"Branca","Masculino","Solteiro(a)",4,21,800,0,0
"Branca","Masculino","Solteiro(a)",3,24,700,0,0
"Branca","Masculino","Solteiro(a)",3,36,800,0,0
"Branca","Masculino","Solteiro(a)",3,19,800,0,0
"Parda","Feminino","Solteiro(a)",2,41,700,0,0
"Parda","Feminino","Solteiro(a)",4,20,750,0,0
"Branca","Feminino","Solteiro(a)",1,47,800,0,0
"Branca","Masculino","Solteiro(a)",3,28,680,0,0
"Parda","Masculino","Solteiro(a)",3,30,680,0,0
"Preta","Feminino","Solteiro(a)",8,43,680,0,0
"Branca","Feminino","Solteiro(a)",2,26,715,0,0
"Parda","Feminino","Solteiro(a)",2,25,715,0,0
"Branca","Masculino","Solteiro(a)",7,19,780,0,0
"Preta","Masculino","Solteiro(a)",4,26,800,0,0
"Branca","Feminino","Solteiro(a)",3,26,800,0,0
"Branca","Masculino","Solteiro(a)",4,28,800,0,0
"Branca","Feminino","Solteiro(a)",4,24,800,0,0
"Parda","Masculino","Solteiro(a)",3,35,800,0,0
"Branca","Masculino","Solteiro(a)",2,56,800,0,0
"Branca","Masculino","Solteiro(a)",4,39,800,0,0
"Parda","Masculino","Solteiro(a)",4,20,800,0,0
"Branca","Masculino","Solteiro(a)",3,40,700,0,0
"Branca","Masculino","Solteiro(a)",4,23,800,0,0
"Branca","Feminino","Solteiro(a)",5,30,800,0,0
"Preta","Feminino","Solteiro(a)",4,26,750,0,0
"Branca","Masculino","Solteiro(a)",5,25,800,0,0
"Branca","Masculino","Solteiro(a)",5,22,800,0,0
"Parda","Feminino","Solteiro(a)",3,25,700,0,0
"Branca","Masculino","Solteiro(a)",2,23,800,0,0
"Branca","Masculino","Solteiro(a)",6,22,680,0,0
"Parda","Feminino","Solteiro(a)",2,24,800,0,0
"Branca","Masculino","Solteiro(a)",2,23,800,0,0
"Branca","Masculino","Solteiro(a)",4,34,800,0,0
"Branca","Feminino","Solteiro(a)",5,23,700,0,0
"Branca","Masculino","Solteiro(a)",7,23,650,0,0
"Branca","Feminino","Solteiro(a)",5,21,700,0,0
"Branca","Feminino","Solteiro(a)",4,24,800,0,0
"Preta","Feminino","Solteiro(a)",3,32,800,0,0
"Branca","Feminino","Solteiro(a)",2,32,700,0,0
"Parda","Masculino","Solteiro(a)",4,25,700,0,0
"Parda","Feminino","Solteiro(a)",2,21,700,0,0
"Branca","Feminino","Solteiro(a)",4,22,800,0,0
"Branca","Masculino","Solteiro(a)",4,35,800,0,0
"Branca","Feminino","Solteiro(a)",3,42,700,0,0
"Branca","Feminino","Solteiro(a)",2,29,800,0,0
"Preta","Masculino","Solteiro(a)",5,20,700,0,0
"Parda","Masculino","Solteiro(a)",5,24,650,0,0
"Parda","Feminino","Solteiro(a)",4,24,700,0,0
"Parda","Masculino","Solteiro(a)",6,19,650,0,0
"Parda","Feminino","Solteiro(a)",4,33,700,0,0
"Parda","Masculino","Solteiro(a)",3,28,800,0,0
"Branca","Feminino","Solteiro(a)",2,19,700,0,0
"Branca","Masculino","Solteiro(a)",2,20,800,0,0
"Preta","Feminino","Solteiro(a)",3,32,780,0,0
"Parda","Feminino","Solteiro(a)",4,35,800,0,0
"Parda","Feminino","Solteiro(a)",7,21,700,0,0
"Branca","Feminino","Solteiro(a)",7,23,700,0,0
"Parda","Masculino","Solteiro(a)",5,20,700,0,0
"Parda","Masculino","Solteiro(a)",5,20,700,0,0
"Branca","Feminino","Solteiro(a)",5,25,750,0,0
"Parda","Feminino","Solteiro(a)",2,26,700,0,0
"Branca","Masculino","Solteiro(a)",5,26,800,0,0
"Parda","Feminino","Solteiro(a)",2,42,768,0,0
"Parda","Masculino","Solteiro(a)",6,22,700,0,0
"Branca","Feminino","Solteiro(a)",4,20,800,0,0
"Parda","Feminino","Solteiro(a)",2,23,700,0,0
"Parda","Feminino","Solteiro(a)",2,20,700,0,0
"Parda","Masculino","Solteiro(a)",3,26,700,0,0
"Branca","Feminino","Solteiro(a)",3,24,800,0,0
"Parda","Masculino","Solteiro(a)",8,20,700,0,0
"Branca","Masculino","Solteiro(a)",5,26,800,0,0
"Parda","Masculino","Solteiro(a)",2,32,650,0,0
"Parda","Masculino","Solteiro(a)",2,21,800,0,0
"Parda","Feminino","Solteiro(a)",2,45,660,0,0
"Branca","Masculino","Solteiro(a)",1,26,800,0,0
"Branca","Feminino","Solteiro(a)",3,35,800,0,0
"Preta","Masculino","Solteiro(a)",4,20,800,0,0
"Parda","Masculino","Solteiro(a)",5,18,700,0,0
"Branca","Masculino","Solteiro(a)",2,23,800,0,0
"Branca","Masculino","Solteiro(a)",4,29,800,0,0
"Branca","Feminino","Solteiro(a)",4,28,800,0,0
"Branca","Masculino","Solteiro(a)",4,20,800,0,0
"Branca","Feminino","Solteiro(a)",3,34,800,0,0
"Branca","Masculino","Solteiro(a)",8,25,700,0,0
"Branca","Masculino","Solteiro(a)",2,18,700,0,0
"Branca","Feminino","Solteiro(a)",2,21,700,0,0
"Parda","Feminino","Solteiro(a)",5,33,650,0,0
"Branca","Feminino","Solteiro(a)",2,30,800,0,0
"Parda","Masculino","Solteiro(a)",3,25,800,0,0
"Parda","Feminino","Solteiro(a)",4,22,715,0,0
"Parda","Feminino","Solteiro(a)",6,28,800,0,0
"Branca","Masculino","Solteiro(a)",4,26,676,0,0
"Branca","Masculino","Solteiro(a)",3,28,800,0,0
"Branca","Masculino","Solteiro(a)",7,22,680,0,0
"Preta","Masculino","Solteiro(a)",3,24,800,0,0
"Parda","Feminino","Solteiro(a)",4,31,800,0,0
"Branca","Masculino","Solteiro(a)",4,37,800,0,0
"Branca","Feminino","Solteiro(a)",3,31,800,0,0
"Branca","Feminino","Solteiro(a)",5,22,700,0,0
"Preta","Feminino","Solteiro(a)",5,31,735,0,0
"Branca","Feminino","Solteiro(a)",3,34,720,0,0
"Branca","Feminino","Solteiro(a)",5,27,800,0,0
"Branca","Feminino","Solteiro(a)",5,34,650,0,0
"Branca","Feminino","Solteiro(a)",3,29,700,0,0
"Branca","Feminino","Solteiro(a)",3,25,750,0,0
"Branca","Feminino","Solteiro(a)",3,21,650,0,0
"Parda","Masculino","Solteiro(a)",5,29,800,0,0
"Preta","Masculino","Solteiro(a)",2,30,700,0,0
"Parda","Feminino","Solteiro(a)",4,34,800,0,0
"Parda","Masculino","Solteiro(a)",3,26,700,0,0
"Branca","Feminino","Solteiro(a)",5,23,700,0,0
"Parda","Feminino","Solteiro(a)",4,29,800,0,0
"Parda","Feminino","Solteiro(a)",4,18,800,0,0
"Parda","Feminino","Solteiro(a)",6,26,700,0,0
"Branca","Feminino","Solteiro(a)",7,24,800,0,0
"Branca","Feminino","Solteiro(a)",3,26,650,0,0
"Parda","Masculino","Solteiro(a)",2,19,780,0,0
"Branca","Masculino","Solteiro(a)",4,19,680,0,0
"Parda","Feminino","Solteiro(a)",2,25,730,0,0
"Branca","Masculino","Solteiro(a)",3,29,760,0,0
"Parda","Feminino","Solteiro(a)",4,20,750,0,0
"Parda","Feminino","Solteiro(a)",4,21,800,0,0
"Parda","Feminino","Solteiro(a)",4,28,800,0,0
"Preta","Masculino","Solteiro(a)",5,53,700,0,0
"Branca","Feminino","Solteiro(a)",2,41,700,0,90
"Branca","Feminino","Solteiro(a)",4,18,700,0,0
"Parda","Feminino","Solteiro(a)",4,25,700,0,0
"Branca","Masculino","Solteiro(a)",2,23,800,0,0
"Parda","Feminino","Solteiro(a)",2,47,750,0,0
"Branca","Masculino","Solteiro(a)",3,24,800,0,0
"Branca","Masculino","Solteiro(a)",4,27,700,0,0
"Branca","Feminino","Solteiro(a)",4,30,800,0,0
"Parda","Feminino","Solteiro(a)",2,37,800,0,0
"Parda","Masculino","Solteiro(a)",5,20,700,0,0
"Branca","Masculino","Solteiro(a)",1,44,800,0,0
"Branca","Feminino","Solteiro(a)",1,25,740,0,0
"Parda","Feminino","Solteiro(a)",2,22,800,0,0
"Parda","Feminino","Solteiro(a)",5,24,700,0,0
"Parda","Feminino","Solteiro(a)",3,26,700,0,0
"Parda","Masculino","Solteiro(a)",3,31,700,0,0
"Branca","Feminino","Solteiro(a)",3,24,650,0,0
"Branca","Masculino","Viúvo(a)",3,37,800,0,0
"Branca","Feminino","Viúvo(a)",2,55,700,0,0
"Parda","Feminino","Viúvo(a)",2,47,800,0,0
"Branca","Feminino","Viúvo(a)",4,41,650,0,0
"Branca","Feminino","Viúvo(a)",1,39,610,0,0
"Parda","Feminino","Viúvo(a)",2,55,740,0,0
"Branca","Feminino","Viúvo(a)",3,63,681,0,0
"Branca","Feminino","Casado(a)",4,49,800,0,0
"Branca","Feminino","Casado(a)",3,51,700,0,0
"Branca","Feminino","Casado(a)",4,50,700,0,0
"Parda","Masculino","Casado(a)",4,46,800,0,0
"Branca","Feminino","Casado(a)",5,30,687,0,0
"Branca","Masculino","Casado(a)",5,42,800,0,0
"Preta","Masculino","Casado(a)",5,34,800,0,0
"Branca","Feminino","Casado(a)",5,36,800,0,0
"Parda","Masculino","Casado(a)",2,32,800,0,0
"Parda","Masculino","Casado(a)",4,44,700,0,0
"Parda","Masculino","Casado(a)",4,31,800,0,0
"Branca","Feminino","Casado(a)",3,28,800,0,0
"Parda","Feminino","Casado(a)",5,45,780,0,0
"Parda","Masculino","Casado(a)",5,19,700,0,0
"Branca","Feminino","Casado(a)",5,52,700,0,0
"Parda","Masculino","Casado(a)",3,25,690,0,0
"Branca","Feminino","Casado(a)",3,28,785,0,0
"Branca","Feminino","Casado(a)",4,28,800,0,0
"Parda","Masculino","Casado(a)",3,61,800,0,0
"Parda","Masculino","Casado(a)",3,35,800,0,0
"Branca","Feminino","Casado(a)",3,31,800,0,0
"Branca","Feminino","Casado(a)",4,47,800,0,0
"Branca","Feminino","Casado(a)",6,46,510,0,100
"Branca","Masculino","Casado(a)",2,44,800,0,0
"Branca","Feminino","Desquitado(a)",2,55,700,0,0
"Branca","Masculino","Desquitado(a)",6,37,800,0,0
"Branca","Feminino","Divorciado(a)",1,42,700,0,0
"Branca","Feminino","Divorciado(a)",3,43,650,0,0
"Parda","Masculino","Divorciado(a)",2,60,800,0,0
"Preta","Masculino","Divorciado(a)",2,48,750,0,0
"Branca","Feminino","Divorciado(a)",1,60,510,0,250
"Preta","Masculino","Divorciado(a)",3,40,800,0,0
"Branca","Masculino","Solteiro(a)",3,31,800,0,0
"Branca","Masculino","Solteiro(a)",5,23,800,0,0
"Branca","Masculino","Solteiro(a)",2,24,800,0,0
"Parda","Feminino","Solteiro(a)",7,22,650,0,0
"Parda","Feminino","Solteiro(a)",2,35,350,350,0
"Branca","Masculino","Solteiro(a)",2,18,700,0,0
"Branca","Masculino","Solteiro(a)",7,45,700,0,0
"Branca","Feminino","Solteiro(a)",4,21,650,0,0
